planner,H,timestep,premature
igo-cs,3,34,0
igo-cs,3,35,0
igo-cs,3,36,0
igo-cs,3,37,0
igo-cs,3,38,0
igo-cs,3,39,0
igo-cs,3,40,0
igo-cs,3,41,0
igo-cs,3,42,0
igo-cs,3,43,0
igo-cs,3,44,0
igo-cs,3,45,0
igo-cs,3,46,0
igo-cs,3,47,0
igo-cs,3,48,0
igo-cs,3,49,0
igo-cs,3,50,0
igo-cs,3,51,0
igo-cs,3,52,0
igo-cs,3,53,0
igo-cs,3,54,0
igo-cs,3,55,0
igo-cs,3,56,0
igo-cs,3,57,0
igo-cs,3,58,0
igo-cs,3,59,0
igo-cs,3,60,0
igo-cs,3,61,0
igo-cs,3,62,0
igo-cs,3,63,0
igo-cs,3,64,0
igo-cs,3,65,0
igo-cs,3,66,0
igo-cs,3,67,0
igo-cs,3,68,0
igo-cs,3,69,0
igo-cs,3,70,0
igo-cs,3,71,0
igo-cs,3,72,0
igo-cs,3,73,0
igo-cs,3,74,0
igo-cs,3,75,0
igo-cs,3,76,0
igo-cs,3,77,0
igo-cs,3,78,0
igo-cs,3,79,0
igo-cs,3,80,0
igo-cs,3,81,0
igo-cs,3,82,0
igo-cs,3,83,0
igo-cs,3,84,0
igo-cs,3,85,0
igo-cs,3,86,0
igo-cs,3,87,0
igo-cs,3,88,0
igo-cs,3,89,0
igo-cs,3,90,0
igo-cs,3,91,0
igo-cs,3,92,0
igo-cs,3,93,0
igo-cs,3,94,0
igo-cs,3,95,0
igo-cs,3,96,0
igo-cs,3,97,0
igo-cs,3,98,0
igo-cs,3,99,0
igo-cs,3,100,0
igo-cs,3,101,0
igo-cs,3,102,0
igo-cs,3,103,0
igo-cs,3,104,0
igo-cs,3,105,0
igo-cs,3,106,0
igo-cs,3,107,0
igo-cs,3,108,0
igo-cs,3,109,0
igo-cs,3,110,0
igo-cs,3,111,0
igo-cs,3,112,0
igo-cs,3,113,0
igo-cs,3,114,0
igo-cs,3,115,0
igo-cs,3,116,0
igo-cs,3,117,0
igo-cs,3,118,0
igo-cs,3,119,0
igo-cs,3,120,0
igo-cs,3,121,0
igo-cs,3,122,0
igo-cs,3,123,0
igo-cs,3,124,0
igo-cs,3,125,0
igo-cs,3,126,0
igo-cs,3,127,0
igo-cs,3,128,0
igo-cs,3,129,0
igo-cs,3,130,0
igo-cs,3,131,0
igo-cs,3,132,0
igo-cs,3,133,0
igo-cs,3,134,0
igo-cs,3,135,0
igo-cs,3,136,0
igo-cs,3,137,0
igo-cs,3,138,0
igo-cs,3,139,0
igo-cs,3,140,0
igo-cs,3,141,0
igo-cs,3,142,0
igo-cs,3,143,0
